job,marital,education,contact,month,poutcome,y,balanceSummary,ageBand,defaultValue,housingVal,loanVal
blue-collar,married,primary,cellular,aug,unknown,yes,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,divorced,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
entrepreneur,divorced,unknown,cellular,jul,unknown,yes,veryNegative,ageBand4,defaultYes,houseYes,loanNo
management,married,tertiary,cellular,jan,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,divorced,primary,unknown,may,unknown,yes,negative,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,secondary,cellular,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,secondary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
retired,divorced,primary,cellular,may,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
retired,divorced,primary,cellular,jun,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,telephone,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,unknown,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
entrepreneur,married,secondary,cellular,apr,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
unemployed,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanYes
management,married,unknown,cellular,jan,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,single,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
admin.,single,tertiary,cellular,may,failure,yes,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,feb,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
entrepreneur,married,secondary,cellular,may,failure,yes,positive,ageBand3,defaultNo,houseNo,loanNo
unemployed,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
admin.,married,unknown,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,feb,unknown,no,negative,ageBand3,defaultNo,houseNo,loanNo
self-employed,single,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
management,married,tertiary,cellular,aug,success,yes,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseNo,loanNo
unemployed,married,secondary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
entrepreneur,single,tertiary,cellular,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
unemployed,married,secondary,cellular,dec,success,yes,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,single,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,apr,other,no,positive,ageBand2,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,primary,cellular,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
management,divorced,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
blue-collar,married,primary,unknown,sep,unknown,no,negative,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,feb,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,primary,cellular,oct,success,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,divorced,primary,cellular,may,unknown,no,veryPositive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,failure,no,positive,ageBand4,defaultNo,houseYes,loanYes
retired,married,tertiary,cellular,feb,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
self-employed,single,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,unknown,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,primary,cellular,sep,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
self-employed,married,tertiary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultYes,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
management,married,tertiary,cellular,nov,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,may,failure,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,unknown,cellular,feb,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,apr,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
student,single,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
housemaid,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
student,single,secondary,cellular,sep,unknown,no,positive,ageBand1,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,primary,cellular,aug,unknown,yes,veryPositive,ageBand5,defaultNo,houseNo,loanNo
entrepreneur,married,secondary,cellular,nov,other,no,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,married,tertiary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
retired,married,primary,cellular,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,no,negative,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,aug,unknown,no,negative,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,may,failure,no,negative,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,failure,yes,positive,ageBand3,defaultNo,houseYes,loanNo
technician,divorced,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,single,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,tertiary,telephone,mar,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,secondary,telephone,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,feb,other,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,primary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
retired,married,unknown,cellular,mar,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,may,success,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,telephone,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,primary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,divorced,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,jul,unknown,yes,positive,ageBand2,defaultNo,houseNo,loanYes
blue-collar,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
retired,married,primary,cellular,nov,unknown,no,negative,ageBand4,defaultYes,houseNo,loanYes
blue-collar,married,secondary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,telephone,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,jan,failure,yes,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,divorced,tertiary,cellular,nov,failure,yes,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,telephone,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,divorced,tertiary,cellular,jul,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,primary,cellular,jan,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
admin.,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,apr,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,primary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
technician,married,tertiary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,primary,cellular,feb,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
entrepreneur,divorced,tertiary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,apr,other,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,married,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,divorced,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,telephone,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,secondary,cellular,sep,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand1,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,tertiary,cellular,apr,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
entrepreneur,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,nov,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,divorced,secondary,cellular,apr,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,single,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
services,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanYes
technician,single,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,divorced,tertiary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
unemployed,married,tertiary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,divorced,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,divorced,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,sep,success,yes,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,married,secondary,telephone,feb,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,veryNegative,ageBand3,defaultNo,houseYes,loanNo
management,single,secondary,cellular,nov,unknown,no,veryPositive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,single,primary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
